empid,gender,age,maritalstatus,joblevel,experience,occupation,emptype,wlb,workenv,physicalactivityhours,workload,stress,sleephours,commutemode,commutedistance,numcompanies,teamsize,numreports,edulevel,haveot,traininghoursperyear,jobsatisfaction,work_schedule_variability,work_schedule_variability_logit,pause_work,pause_work_logit,work_pace,work_pace_pca
915,Male,24,Single,Junior,2,Finance,Full-Time,2,5,0.4,5,1,7.2,Bike,10,0,8,0,High School,False,21.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
921,Male,23,Single,Junior,1,IT,Full-Time,5,2,3.3,1,1,6.3,Public Transport,26,0,6,0,High School,True,20.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
927,Female,26,Single,Junior,4,Finance,Part-Time,4,1,1.7,5,1,7.9,Public Transport,19,1,6,0,High School,False,22.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
929,Male,23,Single,Junior,1,IT,Full-Time,4,4,2.0,5,2,7.7,Walk,1,0,7,0,High School,True,20.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
947,Female,23,Single,Intern/Fresher,1,Marketing,Contract,3,1,1.9,1,1,6.0,Bike,4,0,23,0,High School,False,10.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
975,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,5,2,2.3,3,3,8.0,Car,27,0,21,0,High School,False,10.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
985,Female,22,Single,Intern/Fresher,0,Legal,Full-Time,1,2,3.4,2,2,7.5,Public Transport,29,0,21,0,High School,False,10.0,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1021,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,5,2,1.4,4,2,6.5,Car,27,0,22,0,High School,False,10.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1031,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,2,2.2,4,1,6.1,Motorbike,22,0,20,0,High School,False,10.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1032,Male,23,Single,Intern/Fresher,1,Operations,Full-Time,5,2,1.3,4,1,9.6,Public Transport,10,0,26,0,High School,False,10.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1040,Male,26,Single,Junior,4,Finance,Full-Time,5,4,2.2,5,1,6.1,Bike,8,1,5,0,High School,False,22.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1042,Male,29,Single,Junior,7,IT,Full-Time,3,5,1.1,3,1,6.8,Bike,9,2,7,0,High School,True,23.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1048,Female,27,Single,Junior,5,Operations,Full-Time,3,5,3.5,5,1,6.2,Bike,2,1,6,0,High School,False,22.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1069,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,5,2.1,1,2,7.2,Bike,10,0,20,0,High School,True,10.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1075,Male,28,Single,Junior,6,Sales,Part-Time,5,2,2.7,2,1,6.7,Public Transport,20,2,9,0,High School,False,23.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2257,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,1,1,2.1,4,1,7.2,Public Transport,28,0,23,0,High School,False,10.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2286,Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,1,1.9,5,1,6.8,Car,10,0,22,0,High School,False,10.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2304,Female,26,Single,Junior,3,Finance,Full-Time,1,1,2.6,2,1,6.0,Walk,1,1,10,0,High School,False,21.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2363,Female,22,Single,Intern/Fresher,0,Operations,Part-Time,1,2,2.5,2,3,6.8,Bike,8,0,21,0,High School,False,10.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2366,Male,28,Single,Junior,6,IT,Part-Time,1,2,2.9,5,1,7.5,Car,11,2,6,0,High School,True,23.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2409,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,1,1.6,4,1,6.0,Car,28,0,21,0,High School,True,10.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2440,Male,24,Single,Junior,2,IT,Full-Time,2,3,1.8,5,1,7.3,Public Transport,10,0,6,0,High School,True,21.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2467,Male,23,Single,Junior,1,Finance,Full-Time,3,2,1.9,5,3,8.4,Public Transport,5,0,6,0,High School,True,20.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2520,Male,22,Single,Intern/Fresher,0,IT,Full-Time,2,5,1.7,5,1,6.4,Walk,1,0,28,0,High School,True,10.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2539,Male,24,Single,Junior,2,Operations,Full-Time,5,1,2.5,5,1,6.8,Public Transport,15,0,5,0,High School,True,21.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2551,Male,22,Single,Intern/Fresher,0,IT,Part-Time,2,2,2.3,5,1,7.5,Car,24,0,23,0,High School,True,10.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2577,Female,23,Single,Junior,1,Legal,Part-Time,1,2,1.3,5,2,6.3,Bike,6,0,10,0,High School,False,20.5,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2599,Female,24,Single,Junior,2,Marketing,Full-Time,1,2,3.2,4,1,6.3,Public Transport,22,0,5,0,High School,False,21.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2629,Female,23,Single,Intern/Fresher,1,Customer Service,Full-Time,4,1,0.3,3,3,6.7,Motorbike,17,0,20,0,High School,False,10.5,3,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2686,Female,22,Single,Junior,0,Marketing,Full-Time,1,2,0.0,4,1,4.8,Car,24,0,10,0,High School,False,20.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2690,Male,26,Single,Junior,4,Sales,Part-Time,1,2,2.8,1,1,6.7,Public Transport,22,1,5,0,High School,True,22.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2715,Female,23,Single,Intern/Fresher,1,IT,Part-Time,1,2,0.0,2,1,5.7,Car,22,0,22,0,High School,False,10.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2760,Female,26,Single,Junior,4,IT,Full-Time,4,1,1.1,3,1,5.9,Bike,1,1,5,0,High School,True,22.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2777,Male,24,Married,Junior,1,IT,Full-Time,1,4,0.1,2,3,6.9,Walk,2,0,8,0,High School,True,20.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2849,Male,23,Single,Junior,1,IT,Full-Time,1,3,1.7,5,3,9.1,Public Transport,8,0,7,0,High School,False,20.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
313,Male,23,Single,Junior,1,IT,Full-Time,3,1,2.2,3,4,7.1,Public Transport,29,0,7,0,High School,True,20.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
329,Male,23,Single,Intern/Fresher,1,IT,Part-Time,1,4,0.4,5,2,6.8,Public Transport,20,0,28,0,High School,True,10.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1100,Female,22,Single,Junior,0,Finance,Full-Time,5,5,1.1,4,2,7.0,Car,8,0,10,0,High School,False,20.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1135,Male,23,Single,Junior,1,IT,Full-Time,2,3,3.1,1,2,7.4,Public Transport,18,0,6,0,High School,True,20.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1138,Other,22,Single,Intern/Fresher,0,Finance,Full-Time,1,3,1.1,5,1,8.8,Public Transport,28,0,24,0,High School,False,10.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1139,Male,24,Single,Junior,2,Operations,Full-Time,5,2,1.2,4,1,6.6,Public Transport,18,0,8,0,High School,False,21.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1161,Male,22,Single,Intern/Fresher,0,IT,Full-Time,1,2,3.0,3,1,9.6,Public Transport,26,0,20,0,High School,True,10.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1182,Male,24,Single,Junior,2,Finance,Full-Time,4,1,1.6,3,1,7.8,Car,28,0,10,0,High School,False,21.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1203,Male,23,Single,Junior,1,Finance,Full-Time,5,3,3.9,2,2,7.9,Public Transport,5,0,8,0,High School,False,20.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1278,Female,24,Married,Junior,2,Operations,Full-Time,4,5,3.4,5,1,6.4,Motorbike,4,0,5,0,High School,False,21.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1307,Other,23,Single,Intern/Fresher,1,Sales,Full-Time,3,1,0.8,1,2,6.8,Bike,4,0,25,0,High School,False,10.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1311,Female,25,Married,Junior,3,Finance,Full-Time,5,1,4.0,1,1,6.4,Motorbike,20,1,7,0,High School,False,21.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1315,Male,22,Single,Intern/Fresher,0,Marketing,Part-Time,5,3,2.4,1,2,6.7,Public Transport,28,0,21,0,High School,True,10.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1335,Female,28,Single,Junior,2,IT,Full-Time,2,5,4.2,3,3,8.2,Car,10,2,9,0,High School,True,21.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1354,Male,29,Single,Junior,7,IT,Part-Time,5,5,0.0,2,2,5.9,Bike,3,2,6,0,High School,True,23.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1373,Female,23,Single,Intern/Fresher,1,Operations,Full-Time,2,5,0.2,4,1,6.9,Public Transport,10,0,22,0,High School,False,10.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1379,Male,23,Single,Junior,1,Finance,Full-Time,5,5,3.5,5,1,7.2,Public Transport,15,0,9,0,High School,False,20.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1384,Female,22,Single,Junior,0,Legal,Full-Time,2,3,1.2,4,1,9.2,Public Transport,27,0,9,0,High School,False,20.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1406,Other,24,Single,Junior,2,IT,Part-Time,3,4,3.2,3,1,7.4,Car,13,0,8,0,High School,True,21.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1440,Female,22,Single,Junior,0,IT,Contract,4,2,1.9,4,1,7.5,Walk,1,0,9,0,High School,True,20.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1451,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,5,2.2,2,2,5.8,Motorbike,15,0,22,0,High School,False,10.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1457,Female,24,Single,Junior,2,Sales,Contract,3,5,1.0,2,2,7.2,Public Transport,16,0,8,0,High School,False,21.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
669,Male,22,Single,Junior,0,Legal,Part-Time,1,3,2.9,4,1,6.2,Bike,5,0,9,0,High School,False,20.0,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
695,Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,2,2,2.2,5,2,7.9,Motorbike,16,0,25,0,High School,False,10.5,1,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
712,Male,24,Single,Junior,2,Marketing,Full-Time,1,3,1.6,4,1,7.8,Walk,2,0,6,0,High School,True,21.0,1,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
814,Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,4,3.4,5,3,7.1,Car,18,0,24,0,High School,False,10.5,1,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
818,Male,23,Single,Junior,1,Sales,Part-Time,3,1,0.0,4,1,4.7,Public Transport,12,0,6,0,High School,True,20.5,1,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
876,Male,28,Married,Junior,6,Legal,Full-Time,1,2,2.9,2,5,4.3,Bike,6,2,7,0,High School,True,23.0,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
942,Male,22,Single,Intern/Fresher,0,Legal,Part-Time,2,3,0.7,4,2,6.8,Bike,7,0,25,0,High School,False,10.0,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
943,Male,25,Single,Junior,3,IT,Part-Time,1,3,1.2,2,1,5.5,Public Transport,26,1,9,0,High School,True,21.5,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
987,Male,22,Single,Intern/Fresher,0,IT,Full-Time,1,1,3.1,4,2,8.6,Walk,1,0,28,0,High School,True,10.0,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1071,Male,29,Single,Junior,7,IT,Contract,2,1,2.7,3,1,5.0,Car,24,2,10,0,High School,True,23.5,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1106,Other,23,Single,Intern/Fresher,1,Operations,Full-Time,2,4,1.6,5,4,5.2,Public Transport,22,0,29,0,High School,False,10.5,1,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1125,Female,27,Single,Junior,5,Finance,Full-Time,4,2,1.1,3,5,5.6,Car,9,1,7,0,High School,True,22.5,1,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1136,Female,29,Married,Junior,7,Marketing,Full-Time,4,1,1.7,5,1,5.0,Public Transport,26,2,9,0,High School,True,23.5,1,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1141,Male,29,Single,Junior,7,Legal,Full-Time,2,3,2.3,3,1,6.9,Motorbike,17,2,9,0,High School,True,23.5,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1148,Other,22,Single,Junior,0,Marketing,Full-Time,1,2,0.8,3,2,6.2,Public Transport,25,0,10,0,High School,False,20.0,1,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1207,Male,24,Single,Junior,2,Operations,Full-Time,1,2,3.4,5,1,6.9,Public Transport,18,0,10,0,High School,False,21.0,1,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1254,Male,23,Single,Junior,1,Legal,Full-Time,2,1,3.0,5,3,8.3,Car,25,0,6,0,High School,False,20.5,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1426,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,1,2.6,3,1,5.6,Public Transport,16,0,23,0,High School,True,10.0,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1505,Female,22,Single,Intern/Fresher,0,Legal,Full-Time,3,2,3.0,5,3,6.1,Car,11,0,28,0,High School,False,10.0,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1551,Male,23,Single,Intern/Fresher,1,Marketing,Full-Time,1,1,0.8,3,1,7.5,Public Transport,11,0,25,0,High School,False,10.5,1,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1595,Female,28,Married,Junior,6,HR,Full-Time,1,5,2.0,4,4,7.8,Bike,9,2,10,0,High School,False,23.0,1,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1628,Female,23,Single,Junior,1,Operations,Full-Time,4,3,4.6,4,3,7.6,Public Transport,8,0,8,0,High School,True,20.5,1,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1635,Male,24,Single,Junior,2,Legal,Full-Time,1,1,1.8,5,3,8.7,Car,13,0,5,0,High School,False,21.0,1,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1644,Male,24,Single,Junior,2,IT,Full-Time,2,2,2.3,4,2,7.4,Car,24,0,7,0,High School,False,21.0,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1653,Female,23,Single,Junior,1,IT,Full-Time,2,1,1.5,5,3,8.1,Car,27,0,6,0,High School,True,20.5,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1682,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,5,1,2.9,4,1,5.9,Walk,1,0,26,0,High School,True,10.5,1,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1740,Male,23,Single,Intern/Fresher,1,Finance,Part-Time,2,2,2.3,4,3,7.2,Car,16,0,25,0,High School,False,10.5,1,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1772,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,1,1.9,4,1,6.8,Public Transport,16,0,26,0,High School,False,10.5,1,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1785,Male,22,Single,Intern/Fresher,0,Marketing,Part-Time,4,2,0.9,4,3,6.3,Public Transport,25,0,22,0,Bachelor,False,10.0,1,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1867,Male,23,Single,Intern/Fresher,1,IT,Full-Time,1,4,2.6,5,1,8.4,Car,17,0,21,0,Bachelor,True,10.5,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1916,Female,22,Single,Junior,0,HR,Full-Time,3,1,3.4,5,1,4.7,Bike,10,0,7,0,Bachelor,False,20.0,1,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1977,Female,23,Single,Junior,1,IT,Full-Time,5,1,2.4,3,1,5.9,Motorbike,5,0,10,0,Bachelor,True,20.5,1,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1978,Female,22,Single,Intern/Fresher,0,HR,Full-Time,4,3,2.0,4,2,6.0,Motorbike,19,0,27,0,Bachelor,True,10.0,1,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2123,Male,27,Single,Junior,5,Finance,Part-Time,2,2,0.7,4,3,6.2,Car,5,1,7,0,Bachelor,False,22.5,1,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1,Female,37,Married,Senior,5,Operations,Full-Time,5,3,2.1,3,1,8.2,Motorbike,18,5,24,7,Bachelor,False,42.5,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
4,Male,31,Married,Mid,2,Finance,Full-Time,5,5,1.5,2,2,7.0,Car,14,3,15,0,Bachelor,False,31.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
104,Female,40,Married,Senior,18,Finance,Full-Time,5,2,2.0,1,1,7.5,Motorbike,12,6,21,5,Bachelor,False,49.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
157,Male,29,Single,Mid,7,IT,Full-Time,4,5,2.8,2,1,8.4,Walk,1,2,12,0,Bachelor,False,33.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
233,Male,29,Single,Senior,7,IT,Full-Time,3,5,3.3,1,1,8.1,Car,7,2,15,6,Bachelor,True,43.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
251,Other,58,Single,Lead,2,Customer Service,Part-Time,5,5,0.9,1,1,6.9,Walk,2,12,24,8,Bachelor,False,51.0,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
260,Male,35,Married,Senior,13,Finance,Full-Time,5,5,2.5,5,1,9.2,Motorbike,13,4,19,7,Bachelor,False,46.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
277,Male,52,Married,Lead,3,IT,Full-Time,5,5,2.5,1,1,7.2,Bike,8,10,23,9,Bachelor,True,51.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
321,Female,60,Married,Senior,8,Operations,Full-Time,5,4,4.3,3,1,7.4,Public Transport,23,12,25,5,Bachelor,False,44.0,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
375,Other,59,Single,Lead,23,Finance,Part-Time,4,3,3.2,1,1,7.4,Public Transport,26,12,28,4,Bachelor,False,61.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
399,Male,39,Single,Mid,17,IT,Contract,5,5,3.3,2,1,8.6,Bike,1,5,14,0,Bachelor,True,38.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
466,Other,25,Single,Senior,3,Operations,Contract,5,5,0.6,4,1,8.5,Public Transport,29,1,18,3,Bachelor,False,41.5,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
